person_id,household_id,work_lat,work_lng,prev_work_lat,prev_work_lng,school_loc_lat,school_loc_lng
2120328104,21203281,,,,,,
2120331301,21203313,,,,,,
2120331302,21203313,47.2594,-122.453,,,,
2120331303,21203313,,,,,47.37832,-122.17161
2120331304,21203313,,,,,,
2120331401,21203314,,,,,,
2120331402,21203314,,,,,,
2120331601,21203316,,,,,,
2120331602,21203316,,,,,,
2120336801,21203368,47.5561,-122.333,,,,
2120336802,21203368,,,,,,
2120338501,21203385,47.6041,-122.324,,,,
2120338502,21203385,,,,,47.64926,-122.30687
2120347201,21203472,47.2358,-122.439,,,,
2120347202,21203472,,,,,,
2120347203,21203472,,,,,47.1473,-122.55345
2120347204,21203472,,,,,,
2120347205,21203472,,,,,47.1473,-122.55345
2120347901,21203479,47.1655,-122.507,,,,
2120349701,21203497,,,,,,
2120349702,21203497,47.6595,-122.35,,,,
2120353201,21203532,,,,,,
2120353202,21203532,,,,,,
2120357301,21203573,,,,,,
2120357302,21203573,,,,,,
2120357303,21203573,47.151,-122.468,,,,
2120357304,21203573,47.1868,-122.517,,,,
2120360901,21203609,,,,,,
2120360902,21203609,,,,,,
2120360903,21203609,,,,,,
2120365501,21203655,47.9935,-122.218,,,,
2120365502,21203655,,,,,,
2120368001,21203680,,,,,,
2120368002,21203680,,,,,,
2120368801,21203688,,,,,,
2120368802,21203688,47.8629,-121.99,,,,
2120368901,21203689,,,,,,
2120368902,21203689,,,,,,
2120376801,21203768,,,,,,
2120376802,21203768,47.7936,-122.197,,,,
2120376803,21203768,,,,,,
2120378201,21203782,47.5648,-122.635,,,,
2120378202,21203782,,,,,,
2120382001,21203820,47.7327,-122.221,,,,
2120382002,21203820,,,,,,
2120382003,21203820,,,,,47.70753,-122.29504
2120392701,21203927,,,,,,
2120392702,21203927,47.6703,-122.121,,,,
2120392703,21203927,,,,,47.61374,-122.0321
2120405301,21204053,,,,,,
2120406301,21204063,,,,,,
2120406302,21204063,,,,,,
2120407301,21204073,,,,,,
2120408201,21204082,47.7358,-122.638,,,,
2120408202,21204082,,,,,,
2120411901,21204119,,,,,,
2120421801,21204218,,,,,,
2120422301,21204223,47.6784,-122.264,,,,
2120423801,21204238,,,,,,
2120423802,21204238,47.6508,-122.68,,,,
2120429601,21204296,,,,,,
2120429602,21204296,,,,,,
2120430401,21204304,,,,,,
2120431801,21204318,,,,,,
2120435501,21204355,,,,,47.65665,-122.31293
2120435502,21204355,,,,,,
2120437801,21204378,,,,,,
2120437802,21204378,47.6566,-122.313,,,,
2120439801,21204398,,,,,,
2120439802,21204398,,,,,,
2120448301,21204483,,,,,,
2120448302,21204483,,,,,,
2120449501,21204495,,,,,,
2120449502,21204495,,,,,,
2120455001,21204550,47.6099,-122.338,,,,
2120459101,21204591,,,,,,
2120459102,21204591,,,,,,
2120462801,21204628,47.472,-122.221,,,,
2120462802,21204628,,,,,,
2120462803,21204628,,,,,,
2120465901,21204659,47.6489,-122.139,,,,
2120465902,21204659,47.4507,-122.254,,,,
2120467401,21204674,47.2056,-122.308,,,,
2120467402,21204674,47.2383,-122.374,,,,
2120467403,21204674,,,,,47.23834,-122.35272
2120467404,21204674,,,,,47.24779,-122.31165
2120471001,21204710,,,,,,
2120471002,21204710,,,,,,
2120471003,21204710,,,,,47.64674,-122.03783
2120471004,21204710,,,,,,
2120478801,21204788,,,,,,
2120479501,21204795,47.4425,-122.214,,,,
2120480901,21204809,,,,,,
2120480902,21204809,47.6704,-122.668,,,,
2120480903,21204809,47.5353,-122.611,,,,
2120480904,21204809,,,,,47.53803,-122.62413
2120482801,21204828,47.426,-122.259,,,,
2120482802,21204828,,,,,,
2120482803,21204828,47.4425,-122.303,,,,
2120482804,21204828,,,,,,
2120483001,21204830,,,,,,
2120483002,21204830,,,,,,
2120483601,21204836,,,,,,
2120486501,21204865,,,,,,
2120486502,21204865,,,,,,
2120487201,21204872,,,,,,
2120487202,21204872,,,,,47.51351,-122.34395
2120490601,21204906,,,,,,
2120496301,21204963,47.6389,-122.141,,,,
2120496302,21204963,,,,,,
2120496303,21204963,,,,,47.61437,-122.14928
2120496304,21204963,,,,,47.64041,-122.17386
2120498101,21204981,47.6087,-122.321,,,,
2120501501,21205015,,,,,,
2120501502,21205015,47.4999,-122.289,,,,
2120504101,21205041,47.4652,-122.222,,,,
2120504102,21205041,47.4891,-122.631,,,,
2120508901,21205089,,,,,,
2120508902,21205089,,,,,,
2120508903,21205089,,,,,,
2120508904,21205089,,,,,,
2120511001,21205110,47.0973,-122.401,,,,
2120511002,21205110,47.1749,-122.498,,,,
2120516101,21205161,47.3119,-122.234,,,,
2120517201,21205172,47.6987,-122.702,,,,
2120517202,21205172,,,,,,
2120519201,21205192,,,,,,
2120519202,21205192,,,,,,
2120519203,21205192,,,,,,
2120525201,21205252,47.5357,-122.611,,,,
2120525202,21205252,,,,,,
2120525203,21205252,,,,,47.63705,-122.65099
2120525204,21205252,,,,,,
2120525205,21205252,,,,,,
2120525206,21205252,,,,,,
2120526001,21205260,,,,,,
2120526002,21205260,,,,,47.58856,-122.24081
2120538301,21205383,,,,,,
2120541601,21205416,47.2284,-122.482,,,,
2120541602,21205416,47.6568,-122.681,,,,
2120541701,21205417,,,,,,
2120542201,21205422,47.6438,-122.122,,,,
2120542202,21205422,,,,,,
2120542203,21205422,,,,,47.61395,-122.03148
2120542204,21205422,,,,,47.66782,-122.06096
2120543901,21205439,47.6493,-122.307,,,,
2120545001,21205450,47.6732,-122.129,,,,
2120545002,21205450,,,,,,
2120545003,21205450,,,,,47.66782,-122.06096
2120545004,21205450,,,,,,
2120552701,21205527,,,,,,
2120552702,21205527,,,,,47.4665,-122.35992
2120553701,21205537,47.6396,-122.118,,,,
2120553702,21205537,,,,,,
2120559301,21205593,47.2673,-122.473,,,,
2120560001,21205600,,,,,,
2120560002,21205600,,,,,,
2120563501,21205635,,,,,,
2120563502,21205635,47.5433,-122.316,,,,
2120563801,21205638,,,,,,
2120563802,21205638,47.5163,-122.301,,,,
2120563803,21205638,,,,,47.4517,-122.20438
2120563804,21205638,,,,,47.4517,-122.20438
2120563805,21205638,,,,,47.4517,-122.20438
2120564501,21205645,47.0907,-122.572,,,,
2120564502,21205645,,,,,,
2120564503,21205645,,,,,,
2120564504,21205645,,,,,,
2120571901,21205719,48.121,-123.49,,,,
2120571902,21205719,,,,,,
2120577901,21205779,,,,,,
2120577902,21205779,,,,,,
2120584001,21205840,,,,,,
2120584002,21205840,,,,,,
2120588201,21205882,,,,,,
2120593301,21205933,,,,,,
2120593302,21205933,47.6506,-122.694,,,47.76534,-122.6625
2120593303,21205933,,,,,,
2120593304,21205933,,,,,47.65196,-122.70089
2120593401,21205934,47.5418,-122.339,,,,
2120593402,21205934,47.5418,-122.339,,,,
2120594801,21205948,,,,,,
2120594802,21205948,,,,,,
2120595701,21205957,47.6454,-122.136,,,,
2120595702,21205957,,,,,,
2120595703,21205957,,,,,,
2120603601,21206036,,,,,,
2120605201,21206052,,,,,,
2120605202,21206052,,,,,,
2120605203,21206052,47.6901,-122.71,,,,
2120621301,21206213,47.9265,-122.272,,,,
2120621302,21206213,,,,,,
2120625801,21206258,,,,,,
2120625802,21206258,,,,,,
2120628101,21206281,47.6099,-122.333,,,,
2120628102,21206281,,,,,,
2120630701,21206307,,,,,,
2120635401,21206354,47.7097,-122.162,,,,
2120635402,21206354,,,,,,
2120643001,21206430,47.6236,-122.153,,,,
2120647701,21206477,,,,,,
2120647702,21206477,,,,,,
2120647703,21206477,,,,,,
2120658301,21206583,,,,,,
2120658302,21206583,,,,,,
2120659801,21206598,,,,,,
2120659802,21206598,,,,,,
2120660701,21206607,47.6067,-122.331,,,,
2120672601,21206726,,,,,,
2120672602,21206726,47.5396,-122.388,,,,
2120673701,21206737,47.6063,-122.321,,,,
2120675901,21206759,,,,,,
2120675902,21206759,,,,,,
2120675903,21206759,,,,,,
2120675904,21206759,,,,,47.30854,-122.21989
2120675905,21206759,,,,,47.29225,-122.21779
2120680601,21206806,,,,,,
2120688001,21206880,,,,,,
2120688002,21206880,,,,,,
2120688003,21206880,,,,,,
2120688004,21206880,,,,,,
2120688005,21206880,,,,,,
2120688006,21206880,,,,,,
2120693401,21206934,47.2594,-122.453,,,,
2120694401,21206944,,,,,,
2120694402,21206944,,,,,,
2120695101,21206951,,,,,,
2120695102,21206951,,,,,47.74947,-122.36388
2120705401,21207054,47.9373,-122.245,,,,
2120713501,21207135,,,,,,
2120717701,21207177,,,,,,
2120717702,21207177,,,,,,
2120721501,21207215,47.8568,-121.968,,,,
2120721502,21207215,,,,,,
2120724101,21207241,,,,,,
2120725701,21207257,,,,,,
2120726801,21207268,,,,,,
2120726802,21207268,,,,,,
2120726803,21207268,,,,,47.87182,-122.20925
2120726804,21207268,,,,,47.87182,-122.20925
2120731901,21207319,,,,,,
2120731902,21207319,,,,,,
2120737901,21207379,,,,,,
2120737902,21207379,,,,,,
2120741001,21207410,47.7006,-122.616,,,,
2120743801,21207438,,,,,47.62688,-122.66517
2120743802,21207438,,,,,47.62688,-122.66517
2120743803,21207438,47.6269,-122.665,,,,
2120743804,21207438,47.572,-122.693,,,,
2120744601,21207446,47.6572,-122.306,,,,
2120744602,21207446,47.6493,-122.307,,,,
2120745401,21207454,,,,,,
2120747601,21207476,,,,,,
2120750401,21207504,47.6795,-122.198,,,,
2120750402,21207504,,,,,,
2120750403,21207504,,,,,,
2120757301,21207573,,,,,,
2120757302,21207573,,,,,,
2120759901,21207599,,,,,,
2120759902,21207599,,,,,,
2120762001,21207620,38.8965,-77.0288,,,,
2120762002,21207620,,,,,,
2120762003,21207620,,,,,47.72561,-122.33772
2120765101,21207651,47.6591,-122.139,,,,
2120765102,21207651,47.6141,-122.335,,,,
2120765401,21207654,,,,,,
2120765402,21207654,,,,,,
2120765403,21207654,,,,,,
2120765404,21207654,,,,,,
2120767301,21207673,,,,,,
2120767302,21207673,,,,,,
2120770901,21207709,47.4147,-122.304,,,,
2120770902,21207709,,,,,,
2120770903,21207709,,,,,,
2120772101,21207721,,,,,,
2120772102,21207721,47.2594,-122.453,,,,
2120780501,21207805,,,,,,
2120780502,21207805,,,,,,
2120781401,21207814,,,,,,
2120781402,21207814,,,,,,
2120788901,21207889,47.3478,-122.598,,,,
2120788902,21207889,,,,,,
2120788903,21207889,47.4412,-122.703,,,,
2120788904,21207889,,,,,47.52854,-122.6038
2120790201,21207902,47.1096,-122.552,,,,
2120790202,21207902,,,,,,
2120790203,21207902,,,,,47.84558,-122.31314
2120790204,21207902,,,,,47.84608,-122.32292
2120790205,21207902,,,,,47.79294,-122.30696
2120790206,21207902,,,,,47.79294,-122.30696
2120790401,21207904,47.563,-122.308,,,,
2120790402,21207904,,,,,,
2120790403,21207904,,,,,,
2120796101,21207961,47.6239,-122.334,,,,
2120796102,21207961,,,,,,
2120798101,21207981,,,,,,
2120803601,21208036,,,,,,
2120804301,21208043,,,,,,
2120804302,21208043,,,,,,
2120804303,21208043,,,,,47.52561,-122.34865
2120804304,21208043,,,,,,
2120804305,21208043,,,,,,
2120809601,21208096,,,,,,
2120814301,21208143,,,,,,
2120816901,21208169,47.6054,-122.335,,,,
2120816902,21208169,47.6054,-122.335,,,,
2120816903,21208169,,,,,47.37151,-122.02148
2120816904,21208169,,,,,47.37151,-122.02148
2120823501,21208235,47.5409,-122.32,,,,
2120824401,21208244,47.2885,-122.243,,,,
2120824402,21208244,47.6146,-122.193,,,,
2120830501,21208305,,,,,,
2120830502,21208305,,,,,,
2120838201,21208382,,,,,,
2120840901,21208409,,,,,,
2120844701,21208447,,,,,,
2120844702,21208447,,,,,,
2120845401,21208454,,,,,,
2120845402,21208454,47.9128,-122.208,,,,
2120847701,21208477,47.3037,-122.206,,,,
2120847702,21208477,,,,,,
2120850101,21208501,47.6686,-122.354,,,,
2120850102,21208501,,,,,,
2120850103,21208501,,,,,,
2120851201,21208512,,,,,,
2120851202,21208512,,,,,,
2120851203,21208512,,,,,,
2120851204,21208512,,,,,47.86285,-122.17352
2120866201,21208662,47.81,-122.296,,,,
2120866202,21208662,47.6178,-122.339,,,,
2120866203,21208662,,,,,,
2120866301,21208663,47.658,-122.351,,,,
2120870501,21208705,47.5472,-122.049,,,,
2120870502,21208705,,,,,,
2120874001,21208740,,,,,,
2120875401,21208754,47.6152,-122.338,,,,
2120893201,21208932,,,,,,
2120893501,21208935,,,,,,
2120893502,21208935,,,,,,
2120896701,21208967,,,,,,
2120896702,21208967,,,,,,
2120899101,21208991,,,,,,
2120899102,21208991,47.6619,-122.3,,,,
2120904101,21209041,47.606,-122.336,,,,
2120904102,21209041,,,,,,
2120904901,21209049,,,,,,
2120912501,21209125,47.5858,-122.299,,,,
2120912901,21209129,,,,,,
2120920701,21209207,,,,,,
2120920702,21209207,,,,,,
2120926801,21209268,47.7391,-122.29,,,,
2120926802,21209268,,,,,,
2120929301,21209293,,,,,,
2120930901,21209309,,,,,,
2120930902,21209309,47.7216,-122.741,,,,
2120930903,21209309,47.7429,-122.732,,,,
2120930904,21209309,,,,,47.62861,-122.66357
2120934501,21209345,,,,,,
2120934502,21209345,,,,,,
2120934503,21209345,,,,,47.63694,-122.5247
2120934504,21209345,,,,,47.64715,-122.52936
2120934701,21209347,,,,,,
2120934702,21209347,,,,,,
2120940601,21209406,,,,,,
2120940602,21209406,47.9817,-122.211,,,,
2120941301,21209413,,,,,,
2120941601,21209416,,,,,,
2120941602,21209416,,,,,,
2120948501,21209485,,,,,,
2120949901,21209499,,,,,,
2120951801,21209518,,,,,,
2120952201,21209522,,,,,,
2120952202,21209522,,,,,,
2120952203,21209522,,,,,,
2120952204,21209522,47.5648,-122.635,,,,
2120965501,21209655,,,,,,
2120965502,21209655,,,,,,
2120968401,21209684,,,,,,
2120971401,21209714,48.429,-122.329,,,,
2120978401,21209784,,,,,,
2120978402,21209784,,,,,,
2120979101,21209791,47.3843,-122.297,,,,
2120979102,21209791,,,,,47.38857,-122.314
2120979103,21209791,,,,,47.40004,-122.30755
2120979104,21209791,,,,,,
2120980401,21209804,,,,,,
2120980402,21209804,,,,,,
2120986001,21209860,,,,,,
2120991501,21209915,47.0436,-122.888,,,,
2120991502,21209915,,,,,,
2120994101,21209941,,,,,,
2120994102,21209941,,,,,,
2120996301,21209963,47.562,-122.363,,,,
2120996302,21209963,47.5398,-122.286,,,,
2120996401,21209964,,,,,,
2120996402,21209964,46.9613,-122.519,,,,
2121003101,21210031,47.653,-122.136,,,,
2121003102,21210031,,,,,,
2121003103,21210031,,,,,47.66231,-122.17355
2121003104,21210031,,,,,47.66231,-122.17355
2121007501,21210075,,,,,,
2121007502,21210075,,,,,,
2121007503,21210075,,,,,,
2121010501,21210105,47.5368,-122.284,,,,
2121010502,21210105,,,,,,
2121010503,21210105,,,,,,
2121012701,21210127,,,,,,
2121021901,21210219,47.5922,-122.305,,,,
2121021902,21210219,,,,,47.52431,-122.26613
2121035301,21210353,,,,,,
2121040001,21210400,,,,,,
2121040002,21210400,47.5764,-122.334,,,,
2121041101,21210411,47.615,-122.196,,,,
2121041102,21210411,,,,,,
2121046001,21210460,,,,,,
2121046501,21210465,47.6024,-122.332,,,,
2121046502,21210465,,,,,47.66258,-122.28199
2121047201,21210472,,,,,,
2121047202,21210472,,,,,,
2121051701,21210517,,,,,,
2121058701,21210587,,,,,,
2121062401,21210624,,,,,,
2121062402,21210624,47.5387,-122.293,,,,
2121072101,21210721,47.563,-122.308,,,,
2121072102,21210721,,,,,,
2121072103,21210721,,,,,,
2121074701,21210747,47.6158,-122.337,,,,
2121076301,21210763,,,,,,
2121076302,21210763,,,,,,
2121078501,21210785,47.8736,-122.209,,,,
2121078502,21210785,,,,,,
2121078503,21210785,,,,,47.74069,-122.22266
2121084301,21210843,,,,,,
2121084302,21210843,,,,,47.20292,-122.476
2121087401,21210874,,,,,,
2121088301,21210883,,,,,,
2121088302,21210883,,,,,,
2121093101,21210931,47.6514,-122.688,,,,
2121093102,21210931,,,,,,
2121100201,21211002,,,,,,
2121100701,21211007,47.5995,-122.297,,,,
2121100702,21211007,,,,,,
2121100703,21211007,,,,,47.55806,-122.31897
2121100704,21211007,,,,,47.55806,-122.31897
2121102801,21211028,47.8972,-122.322,,,,
2121102802,21211028,47.9174,-122.278,,,,
2121104001,21211040,47.6773,-122.313,,,,
2121104002,21211040,,,,,,
2121104003,21211040,,,,,47.69474,-122.3412
2121104004,21211040,,,,,47.70598,-122.3612
2121107601,21211076,47.381,-122.254,,,,
2121110301,21211103,,,,,,
2121110302,21211103,46.9348,-122.578,,,,
2121110801,21211108,,,,,,
2121116201,21211162,47.6037,-122.335,,,,
2121116202,21211162,,,,,,
2121122501,21211225,47.6883,-122.311,,,,
2121129601,21211296,47.6165,-122.338,,,,
2121129602,21211296,,,,,,
2121129603,21211296,,,,,,
2121132901,21211329,,,,,,
2121135001,21211350,,,,,,
2121135002,21211350,,,,,,
2121137801,21211378,,,,,,
2121137802,21211378,,,,,47.90727,-122.20737
2121137803,21211378,,,,,,
2121137804,21211378,,,,,47.91626,-122.19882
2121137805,21211378,,,,,,
2121137806,21211378,,,,,,
2121138201,21211382,47.6504,-122.31,,,,
2121140501,21211405,,,,,,
2121140502,21211405,,,,,,
2121140503,21211405,,,,,,
2121142801,21211428,,,,,,
2121144701,21211447,47.4295,-122.296,,,,
2121154301,21211543,,,,,,
2121154302,21211543,,,,,,
2121154801,21211548,,,,,,
2121154802,21211548,,,,,,
2121162401,21211624,47.7753,-122.15,,,,
2121162402,21211624,,,,,,
2121163801,21211638,,,,,,
2121163802,21211638,,,,,47.50204,-122.34529
2121163803,21211638,,,,,47.46031,-122.33698
2121165101,21211651,,,,,,
2121165102,21211651,,,,,,
2121165103,21211651,,,,,,
2121165104,21211651,,,,,47.38102,-122.30597
2121165105,21211651,47.3741,-122.297,,,,
2121166801,21211668,,,,,,
2121166802,21211668,47.5963,-122.325,,,,
2121166803,21211668,,,,,47.64247,-122.324
2121169101,21211691,,,,,,
2121169102,21211691,,,,,,
2121172201,21211722,,,,,,
2121172202,21211722,,,,,,
2121172203,21211722,,,,,47.19152,-122.40777
2121174201,21211742,,,,,,
2121174202,21211742,,,,,,
2121187101,21211871,47.6394,-122.128,,,,
2121187102,21211871,,,,,,
2121187601,21211876,,,,,,
2121192001,21211920,47.5857,-122.332,,,,
2121193601,21211936,,,,,,
2121193602,21211936,,,,,47.77142,-122.16131
2121194301,21211943,47.232,-122.343,,,,
2121194302,21211943,,,,,,
2121194303,21211943,,,,,47.22527,-122.44143
2121194304,21211943,,,,,47.22527,-122.44143
2121200401,21212004,,,,,,
2121200402,21212004,,,,,,
2121200501,21212005,47.331,-122.219,,,,
2121205301,21212053,,,,,,
2121206301,21212063,,,,,,
2121206302,21212063,,,,,,
2121213901,21212139,,,,,,
2121213902,21212139,,,,,,
2121214301,21212143,47.898,-122.294,,,,
2121214302,21212143,,,,,,
2121214303,21212143,47.7755,-122.188,,,,
2121214304,21212143,47.7755,-122.188,,,,
2121216401,21212164,,,,,,
2121219001,21212190,,,,,,
2121219002,21212190,,,,,,
2121222001,21212220,47.6028,-122.331,,,,
2121222002,21212220,,,,,47.60281,-122.33137
2121225101,21212251,,,,,,
2121225102,21212251,,,,,,
2121230001,21212300,,,,,,
2121230002,21212300,47.2532,-122.445,,,,
2121230003,21212300,,,,,,
2121232601,21212326,47.6157,-122.336,,,,
2121232602,21212326,,,,,,
2121232901,21212329,,,,,,
2121232902,21212329,,,,,,
2121232903,21212329,,,,,48.24275,-122.36102
2121232904,21212329,,,,,48.24275,-122.36102
2121232905,21212329,,,,,,
2121237701,21212377,,,,,,
2121237702,21212377,,,,,,
2121237901,21212379,,,,,,
2121237902,21212379,,,,,,
2121237903,21212379,,,,,,
2121238501,21212385,,,,,,
2121246501,21212465,,,,,,
2121246502,21212465,,,,,,
2121249001,21212490,,,,,47.17387,-122.50875
2121249002,21212490,,,,,,
2121252601,21212526,,,,,,
2121252602,21212526,,,,,,
2121255101,21212551,,,,,,
2121262401,21212624,,,,,,
2121262402,21212624,,,,,,
2121262403,21212624,,,,,47.65665,-122.31293
2121263401,21212634,,,,,,
2121263402,21212634,47.2401,-122.382,,,,
2121270601,21212706,,,,,,
2121270602,21212706,,,,,,
2121270603,21212706,,,,,,
2121274201,21212742,,,,,,
2121274202,21212742,47.4921,-122.293,,,,
2121274203,21212742,,,,,47.49985,-122.24016
2121275101,21212751,,,,,,
2121275102,21212751,47.9201,-122.209,,,,
2121278501,21212785,47.5648,-122.635,,,,
2121278502,21212785,,,,,,
2121297001,21212970,,,,,,
2121298401,21212984,,,,,,
2121298402,21212984,,,,,,
2121301401,21213014,47.5816,-122.612,,,,
2121301402,21213014,47.5625,-122.65,,,,
2121301403,21213014,,,,,47.57409,-122.63468
